agua_BAPD,presion_cabeza_psi,cloruros_ppm,mpy
691.759296,200.0,23564.65000000003,0.521594421
45.89121383,98.0,16320.0,1.171103664
309.828847,144.0,13975.0,0.667570373
706.729352,72.0,9965.537133,15.51694928
979.2037281,180.0,8660.0,13.29121981
413.24843,102.0,9500.0,8.831580347
377.0896,65.0,10065.0,13.74746765
867.983578,0.0,9059.0,1.63519851
962.662974,148.0,8003.0,0.606809909
278.90082,138.0,12900.0,1.161275393
1457.29506,63.0,10500.0,0.261020265
1017.575615,116.0,9392.0,15.23263976
515.966,150.0,9869.0,1.115492265
774.726239,96.0,14105.0,0.567730689
489.52332,40.0,9700.0,15.51798302
1387.89705,101.0,10734.0,1.45369607
879.53385,82.0,9026.0,9.389196333
683.60626,125.0,10387.67333,5.064681827
770.89284,0.0,10258.0,0.848473314
738.655028,135.0,9739.0,0.845694227
1928.9805516400008,146.0,13965.0,5.495105526
756.286,123.0,10734.0,13.02470945
933.8607,126.0,12240.0,0.769454044
762.449185,83.0,14424.0,15.15291666
162.34452,138.0,23564.65000000003,1.583
983.4552,177.0,11423.0,1.194016562
574.0,105.0,10510.0,5.465999058
875.004,111.0,10070.0,15.29846414
890.425386,121.0,8003.0,12.29658847
1182.481999,58.0,9784.0,4.869284533
1234.82816,92.0,11667.0,10.44828139
1043.08512,121.0,12440.0,6.889705231
1202.5375,43.0,11128.0,0.916168746
691.759296,80.0,12257.0,5.898798239
843.054474,113.0,10878.0,5.934189022
691.759296,58.0,8852.0,0.909
1388.556,131.0,16735.0,5.046947617
1310.2965,134.0,13995.0,1.273175591
1245.854665,93.0,11347.0,14.99724225
551.86703,203.33000000000004,10061.0,0.957125762
619.251048,146.0,12802.0,0.867582851
679.275112,88.0,11347.5936,6.937516271
667.7118,88.0,13210.0,0.364947404
334.05476,97.0,10258.0,0.161
1868.5268,0.0,8903.0,1.278757914
769.65064,93.0,10414.0,9.708696794
338.38185,47.0,9444.0,3.62556643
1239.66,98.0,10760.0,15.07171339
87.4493586,158.0,9458.0,1.232204725
1928.9805516400008,97.0,11040.0,0.812644108
860.57875,90.0,12010.0,6.699117231
526.2555,78.0,10878.0,14.78156833
570.903048,83.0,12681.0,14.75581901
345.2346,78.0,14467.0,15.41676676
512.74348,117.0,9724.0,4.289803639
1332.13686,105.0,10712.0,1.609118789
904.13901,115.0,11200.0,15.28625285
904.80174,110.0,10607.0,2.361060584
514.706351,58.0,8373.0,5.403
983.204375,98.0,10760.0,15.20934625
317.02059,138.0,15938.0,1.40608816
1332.9072,124.0,9905.0,6.020804523
260.59982,65.0,10110.0,0.85541485
732.27315,96.0,10340.0,0.504083751
730.90152,150.0,10296.0,0.622551919
148.556052,86.0,13129.8974,0.648689595
47.4480526,115.0,13295.0,0.987017135
575.15568,159.0,11528.0,0.383
1048.458168,82.0,10450.0,1.836352532
967.6608,108.0,12160.0,3.307272532
345.42804,59.0,10600.0,6.929878639
84.32,72.0,11437.0,0.235706118
663.389547,0.0,8284.0,5.95
743.919314,73.0,9013.0,0.705717252
600.0423,107.0,11993.0,0.886710516
417.71882,87.0,8633.0,1.209589857
905.179023,70.0,10644.0,4.926459306
1120.7593,73.0,10050.2583,8.763217867
1219.971665,58.0,9635.0,15.26492812
176.70501,170.0,16247.0,0.127823057
403.377204,121.0,11252.0,7.454721084
120.045,101.0,11127.0,0.85
608.58028,57.0,10600.0,0.580135071
474.172607,79.0,11571.0,0.362093218
465.0722685,48.0,9979.0,15.23526417
1227.6334,87.0,11089.0,8.782922242
623.79567,105.0,10510.0,1.409688758
1631.0354,96.0,11655.0,8.823790141
847.3752,78.0,10878.0,14.9459081
492.395166,85.0,13158.0,6.214487053
292.38748,133.0,9324.0,0.595156171
1181.40922,167.0,11571.0,1.789617911
362.28128,43.0,9444.0,15.44915627
981.181,115.0,7018.07,5.338117672
1086.7728,168.0,9200.0,6.22721644
1239.96045,112.0,15428.0,15.15599759
114.92374,99.0,10439.0,2.176921126
769.8708474,124.0,7931.0,14.84586619
789.46708,100.0,18657.0,6.042671366
724.680138,85.0,9310.0,2.335059712
852.743392,93.0,10070.0,5.144369864
571.73402,112.0,12507.0,0.371698119
481.61088,65.0,10412.0,0.097059801
503.668025,90.0,11923.0,0.564209795
720.2428,102.0,8332.0,15.35429698
1164.633584,147.0,10088.1936,3.02838498
1087.5296,163.0,10554.0,13.5220657
200.8125,0.0,10528.0,1.526554857
644.43897,126.0,10559.0,4.827356366
671.07916,57.0,13219.0,15.01347312
725.382516,100.0,10078.83543,9.150562746
490.88625,107.0,12407.0,9.313547401
1015.3692,120.0,11453.0,15.57300346
347.14051,70.0,8852.0,5.687459462
169.215314,189.0,17782.0,1.631319987
1142.04,122.0,8671.0,14.75248571
1552.25496,79.0,11027.0,15.47928904
1055.38356,53.0,10279.0,6.40832091
440.221216,121.0,11252.0,1.952688066
808.83052,110.0,9716.0,6.457861635
445.817736,194.0,9941.0,1.54913543
1169.50795,91.0,10334.0,9.916192982
244.87538,57.0,8929.0,0.185318056
453.561564,178.0,14345.0,0.565184812
753.9987,114.0,18657.0,0.270870076
800.744268,108.0,10510.0,5.418632751
1204.8283,112.0,15428.0,7.383169028
574.908516,176.0,9920.0,6.843318803
461.012162,88.0,11285.6492,15.22010576
1065.35884,122.0,8671.0,0.27
920.88902,104.0,11156.0,8.879727425
1297.835066,83.0,10514.0,15.22596374
747.40008,90.0,9998.0,1.174013238
501.664875,123.0,7794.0,0.305162039
609.909375,118.0,10197.0,2.408527438
793.796412,125.0,10246.0,9.006531357
594.196086,108.0,15562.0,0.94
1123.136342,122.0,10000.0,15.41234566
1364.268763,109.0,8836.0,6.563272274
1319.8122,131.0,10723.0,6.465162847
482.6906,113.0,10096.0,1.057387801
782.90625,99.0,11400.0,1.265301133
999.64676,107.0,7600.0,6.40832091
966.35,119.0,9325.0,1.723559088
148.833277,125.0,12732.0,0.831356308
581.429555,82.0,10440.0,15.00392707
661.54697,64.0,9869.0,0.483844025
990.48346,188.0,13329.0,5.993683782
975.8477152,104.0,11156.0,15.1471576
500.28645,62.0,9681.0,1.13235057
1500.0,41.0,13400.0,12.13750218
681.00227,95.0,8087.0,0.093
691.759296,90.0,10801.0,15.37741711
1462.3076,41.0,13400.0,7.497313296
1169.910563,125.0,7058.0,14.80589268
763.3052739,86.0,10180.0,14.97742305
396.38544,105.0,10414.0,8.353334652
451.099306,133.0,13787.0,0.870334877
618.53674,103.0,12100.0,6.059188523
409.878,150.0,10290.0,0.17
237.168,155.0,23564.65000000003,0.09
311.2838,87.0,10118.0,1.5
684.077084,117.0,11993.0,1.01071338
296.31879,108.0,10414.0,0.717192329
414.63765,70.0,11700.0,5.030422558
916.87686,147.0,9600.0,0.277
683.24697,126.0,12003.0,6.483021787
634.1181,180.0,15169.0,0.291667386
861.8235384,99.0,9750.0,15.32580124
1286.36235,110.0,9905.0,1.081701918
1175.9145,123.0,10256.0,1.479180305
1028.664,75.0,9515.0,14.90424879
165.760875,108.0,13304.0,0.91373859
45.89121383,140.0,16416.0,1.410416152
78.61779,103.0,10975.809,5.633708741
598.05138,57.0,7769.0,1.508820108
674.029512,142.0,8124.0,1.132452614
373.006569,125.0,10724.0,5.955577228
428.76219,151.0,10146.0,5.14292099
729.49032,112.0,10184.0,9.491031435
402.84712,100.0,7869.0,5.162329155
759.95569,78.0,9275.0,9.572715441
589.80278,99.0,10659.24145,0.921783244
552.1,167.0,11267.0,12.79464251
546.875,0.0,10193.0,5.906
453.23228,59.0,8742.0,15.1604516
1069.01688,185.0,11227.0,1.232204725
68.454036,167.0,16060.0,0.33
1139.9214,102.0,11105.0,6.472761939
1434.936932,133.0,8820.0,5.706910121
691.759296,165.0,12164.0,1.141327966
122.125328,50.0,18663.0,1.1090553
494.23156,104.0,10070.0,0.948465722
198.074376,101.0,8168.0,0.952746354
840.51495,75.0,10025.0,15.62872558
1072.87191,106.0,15699.0,0.555554753
46.504887,68.0,10830.0,0.47285432
445.98939,145.0,13462.0,0.646777082
428.861,52.0,13966.0,1.164314657
134.658823,100.0,11994.0,0.222261201
1928.9805516400008,96.0,11655.0,0.57250421
330.34625,55.0,9060.0,2.696084305
498.714932,92.0,11621.0,1.250450181
396.82141,147.0,7790.0,0.557547179
638.29356,190.0,10061.0,5.896252361
528.50811,77.0,9165.0,7.450857759
552.29073,83.0,12681.0,14.74839325
808.618332,111.0,10430.40936,5.003285817
682.27302,176.0,10714.0,1.095348284
584.120859,82.0,10634.0,8.147826449
1125.59598,93.0,8306.0,9.148660782
789.44143,71.0,9013.0,10.03986903
1142.15625,203.33000000000004,12053.0,0.411782149
404.8,52.0,9635.0,1.13968381
1286.472,112.0,7544.0,15.23306954
355.46296,150.0,11252.0,1.186888105
88.756272,141.0,12215.0,5.087729023
180.4166,154.0,17782.0,0.931046041
915.7958559,73.0,9686.0,8.987966035
86.264153,176.0,18218.0,0.6076575
602.199105,140.0,12927.0,0.828683136
341.1479072,110.0,9912.0,2.8664639
392.745264,49.0,7018.07,1.203548801
1207.15438,51.0,9910.0,5.025562246
912.090515,170.0,8805.0,1.715921456
691.759296,115.0,9573.0,0.90531405
783.50344,85.0,8121.0,0.461
880.4895,72.0,10399.0,6.289542971
379.005494,119.0,10833.0,1.362044479
940.027899,0.0,9325.0,15.3491679
662.4087,65.0,9866.0,14.1731548
589.3497,78.0,9275.0,11.81397266
1363.6256,96.0,13851.0,0.417523915
615.1671363,104.0,7018.07,15.12460615
584.037805,109.0,13600.0,1.348923418
1191.2985,125.0,7058.0,14.81399066
1894.347,148.0,10594.0,5.169201081
363.84,80.0,9165.0,15.52145498
869.447502,69.0,9936.272696,15.55846134
171.827354,105.0,14065.0,1.997051274
94.9922079,70.0,10978.0,1.986166356
731.6235,92.0,9404.0,14.79657816
218.302,89.0,7166.0,2.229910985
460.5075,89.0,8160.0,0.572
45.89121383,60.0,11757.0,0.395380701
470.164695,53.0,7620.0,11.83158098
683.4051,111.0,9724.0,1.708399545
1331.5172,44.0,10840.0,15.44667785
1001.77903,145.0,7809.0,14.85500521
336.0066552,93.0,9998.0,12.26094619
701.65206,140.0,10880.0,10.43138063
178.04556,100.0,10260.0,1.035364926
1222.83755,121.0,12440.0,3.796472187
623.78992,65.0,9692.0,6.410859073
622.856952,100.0,13600.0,5.155402
122.73492,71.0,10978.0,1.275662262
1027.61032,130.0,11216.0,6.069964098
835.9858,60.0,10394.0,15.38508761
1085.1867,72.0,11027.0,9.688070514
315.6485,113.0,17062.0,9.318
45.89121383,140.0,23564.65000000003,1.321310438
321.812184,113.0,11774.0,1.909408148
496.53156,100.0,11729.0,3.317340517
1175.9748,89.0,9203.0,14.9641294
1452.70125,47.0,10212.0,7.639923882
113.50446,155.0,9797.0,2.38641302
529.891875,130.0,9947.0,2.696084305
1069.38936,102.0,18958.0,15.47150719
447.732327,157.0,11227.0,1.643419291
709.069165,140.0,10797.0,5.555223185
1249.71984,131.0,9136.0,2.424854734
666.56824,0.0,12705.0,2.337809903
691.759296,85.0,10857.09999,5.082164013
1040.74638,125.0,9203.0,7.139232661
578.750926,203.33000000000004,11299.0,1.909035581
1089.704946,180.0,8193.0,5.92642101
200.824352,0.0,11306.0,1.177053649
553.274178,98.0,11044.0,14.99294891
957.2976,131.0,11352.0,1.003075747
507.9243,105.0,11217.0,0.873615166
1110.37712,130.0,12458.0,7.281718913
1098.981,64.0,10819.0,15.5792532
1167.9228,110.0,7382.0,1.24747999
1928.9805516400008,126.0,8671.0,0.79
954.70936,0.0,7762.0,0.602167033
238.3125,116.0,14446.0,0.283713264
1031.94,120.0,9643.0,14.81480529
45.89121383,203.33000000000004,23321.0,0.19
811.27396,170.0,11197.0,9.595523104
1700.36482,54.0,9711.0,11.0771961
701.45,39.0,7290.0,6.39
1605.681,117.0,10653.0,15.34013231
500.98035,48.0,9979.0,6.479258316
732.6894062,145.0,8977.0,7.586833455
690.26424,125.0,10184.0,1.570806436
1267.7665,57.0,9099.0,1.147507726
467.39165,115.0,10833.0,3.615146094
844.2168,138.0,10799.0,5.122057214
967.2049926,102.2,10258.0,7.702
631.81042,95.0,11764.0,2.263719787
787.20625,124.0,11366.0,1.043130887
1294.16852,96.0,11414.0,0.592009668
648.62231,145.0,12999.0,2.658914493
446.4507138,153.0,20394.0,15.12174941
658.93035,170.0,7370.0,9.98
718.5856596,138.0,8997.0,0.49296588
1772.8365,48.0,13400.0,1.24830888
687.097,140.0,9551.0,3.554415236
571.8118932,67.0,10139.0,1.048194799
1440.065499,88.0,9311.0,15.2590938
420.64308,118.0,8049.0,15.2107611
753.9110136,146.0,8026.0,0.531744366
1123.52694,96.0,13600.0,0.68433188
632.303125,107.0,12417.0,14.82209898
333.16218,74.0,14467.0,2.837896564
250.74,130.0,7166.0,14.85547464
1668.2362,118.0,9954.0,6.998081358
837.21738,67.0,9326.0,15.18157121
354.86,109.0,10133.0,0.75949517
125.904658,92.0,13078.0,0.259789028
62.2578,60.0,14293.0,1.02089689
973.661094,128.0,8193.0,14.90003043
865.3304,124.0,9713.0,0.941338217
162.574672,158.0,13450.0,0.251629047
845.635,138.0,10907.0,14.98199554
1037.41315,115.0,12418.0,0.963600813
481.952142,165.0,7841.0,0.301
974.0637,105.0,11217.0,1.291347418
314.483774,163.0,13827.0,0.714465813
851.1341,148.0,9236.0,2.133445371
454.923924,114.0,7868.0,14.80294808
775.189861,83.0,14670.0,15.19357762
707.5971,95.0,11764.0,1.041915181
565.2392429,93.0,12724.0,0.850323095
1134.64876,134.0,16735.0,9.861781309
371.15444,160.0,14740.0,0.248667108
589.814414,106.0,8218.0,7.197365505
975.25332,133.0,8820.0,6.390152602
765.0427,92.0,8836.0,0.445704415
1115.05685,107.0,15699.0,0.318107397
770.34531,110.0,11835.0,15.173898
354.53225,147.0,8969.0,1.533428325
265.08978,103.0,9304.0,0.602881137
1177.7978,126.0,12240.0,8.331671657
762.449185,83.0,14424.0,15.15291666
506.41176,70.0,11700.0,5.599316109
696.91875,0.0,11160.0,0.561987663
721.784936,140.0,10026.0,9.993
444.441261,120.0,11355.0,1.481328156
793.02558,160.0,10615.0,10.62057217
183.205504,130.0,14065.0,5.345095087
152.5166871,128.0,14783.0,0.370435335
882.4025387,92.0,10526.99752,7.403411859
844.9853023,99.0,9750.0,15.32064581
1464.21828,111.0,10653.0,1.554351374
286.956,131.0,10679.0,1.283122275
1108.65562,129.0,10723.0,9.40210334
143.12844,0.0,11149.0,0.080260989
1928.9805516400008,150.0,8834.0,15.53356113
721.563309,128.0,11227.0,9.974748165
659.34024,115.0,11360.0,14.89235489
776.25702,80.0,10347.10275,9.690827476
1072.286,75.0,9515.0,14.88096448
1673.84082,109.0,8839.0,9.317483256
345.183965,83.0,14670.0,15.22545507
900.51561,139.0,10246.0,11.62373167
696.380256,100.0,8580.0,3.172
1815.545525,0.0,9178.0,0.935
601.342884,167.0,14065.0,0.180546916
1012.0302,105.0,9549.0,7.903308153
1313.693,71.0,9013.0,15.31667835
358.84782,43.0,9979.0,7.84639455
227.26875,90.0,13093.0,0.333
864.18504,75.0,11914.0,9.854677477
866.06325,171.0,8748.0,13.55047975
382.4886696,109.0,9686.0,0.572822444
1367.19171,58.0,9910.0,14.36180433
454.22589,104.0,10449.0,9.232
1001.00496,93.0,10223.0,15.57842134
467.59207,133.0,9324.0,0.55452765
92.3967,133.0,8236.0,9.97358484
567.3908,0.0,11729.0,2.429912809
199.3,158.0,10155.0,0.297
1279.71392,132.0,11700.0,15.12187929
276.83769,118.0,9109.0,0.159664163
826.519788,42.0,10394.0,0.552455424
289.64679,50.0,11306.0,1.140553134
593.414682,117.0,10743.0,0.793397274
1434.936932,133.0,8820.0,5.706910121
856.1817,122.0,11114.0,1.255768894
721.427877,180.0,12239.0,0.593944199
1344.76056,91.0,10334.0,15.35862178
767.202192,121.0,9203.0,0.803478949
845.93,124.0,11838.0,1.460888174
945.22986,102.0,9686.0,15.42162166
308.2972185,116.0,13180.0,1.291563869
1174.2612,56.0,10279.0,15.57853622
1126.77714,130.0,7018.07,15.45344523
1052.06981,143.0,15369.0,14.78463069
1036.1637,115.0,7587.0,0.63
1001.1,49.0,10521.0,15.34411375
272.820618,135.0,12732.0,0.59098928
411.7881528,0.0,11149.0,0.88
1604.81026,116.0,9392.0,0.779038524
1790.60945,84.0,11360.0,13.62248149
1197.125,67.0,9290.0,9.803852531
149.146134,167.0,14225.0,1.405324397
770.80893,180.0,8193.0,8.233367934
720.16735,102.0,13742.0,1.058256006
57.6288,203.0,23564.65000000003,1.259650527
756.92232,131.0,11480.0,0.281224551
1317.09414,52.0,13400.0,6.880743202
642.8635011,170.0,8297.0,1.860029965
337.856538,203.33000000000004,14607.0,0.206894994
408.8448,155.0,13545.0,0.2
1124.7482,85.0,7868.0,2.200703903
921.909,90.0,11340.0,15.50063858
688.02435,139.0,7018.07,1.616632232
155.11127,177.0,8853.0,1.097407209
300.32142,84.0,10414.0,5.567486995
1923.92705,84.0,8305.0,1.06711276
466.44603,88.0,8555.0,9.324
